;screen_name;id;followers;friends;number_tweets;mean;variance;standard_deviation;monday;tuesday;wednesday;thursday;friday;saturday;sunday;mean_day_week;variance_day_week;standard_deviation_day_week;number_hashtags;hashtag_per_tweet;profile_image_url;profile_image_url_https
910;Sa_m755;929806590345170944;208;205;175;4.30;9.99;3.16;0.015;0.17;0.57;0.045;0.0;0.0;0.2;28.57;1446.82;38.04;0;0.0;http://pbs.twimg.com/profile_images/985639284643434501/oYEWrw_9_normal.jpg;https://pbs.twimg.com/profile_images/985639284643434501/oYEWrw_9_normal.jpg
911;alfutaimm;558939894;2058;359;178;656.03;681300.52;825.41;0.2613065326633166;0.1507537688442211;0.20100502512562815;0.07035175879396985;0.0;0.0;0.3165829145728643;28.43;530.24;23.03;2;0.01;http://pbs.twimg.com/profile_images/988030390685270016/Xfm4K8TS_normal.jpg;https://pbs.twimg.com/profile_images/988030390685270016/Xfm4K8TS_normal.jpg
912;_7vi_;747572004;21427;3730;162;172.23;42661.86;206.55;0.15;0.06;0.275;0.205;0.13;0.055;0.125;28.57;208.24;14.43;2;0.01;http://pbs.twimg.com/profile_images/989394023306670080/Q-ib4a5o_normal.jpg;https://pbs.twimg.com/profile_images/989394023306670080/Q-ib4a5o_normal.jpg
913;vx993_;810138181211394049;6776;2768;158;299.06;214588.10;463.24;0.12886597938144329;0.13917525773195877;0.10309278350515463;0.07731958762886598;0.07216494845360824;0.20618556701030927;0.27319587628865977;27.71;172.49;13.13;3;0.015;http://pbs.twimg.com/profile_images/982049634058145792/vH8zzC19_normal.jpg;https://pbs.twimg.com/profile_images/982049634058145792/vH8zzC19_normal.jpg
914;i_me79;2386586028;36045;35528;164;7.46;100.63;10.03;0.81;0.0;0.145;0.0;0.045;0.0;0.0;28.57;3064.53;55.36;3;0.015;http://pbs.twimg.com/profile_images/722287980627542016/QM44h_MY_normal.jpg;https://pbs.twimg.com/profile_images/722287980627542016/QM44h_MY_normal.jpg
915;esraaya24464696;795375419197419522;1211;2704;78;603.00;2571264.51;1603.52;0.1485148514851485;0.07920792079207921;0.1188118811881188;0.18811881188118812;0.1485148514851485;0.1485148514851485;0.16831683168316833;14.43;10.82;3.29;12;0.07;http://pbs.twimg.com/profile_images/986915573689876480/OAWvvRfo_normal.jpg;https://pbs.twimg.com/profile_images/986915573689876480/OAWvvRfo_normal.jpg
916;QuatLove;906159764576518148;105404;90525;187;7787.58;156145570.63;12495.82;0.135;0.13;0.18;0.125;0.18;0.135;0.115;28.57;23.67;4.87;0;0.0;http://pbs.twimg.com/profile_images/906163010883903489/wZLS32YQ_normal.jpg;https://pbs.twimg.com/profile_images/906163010883903489/wZLS32YQ_normal.jpg
917;couponsbusiness;796763371538419712;23703;24499;176;3475.80;12102939.74;3478.93;0.17;0.17;0.16;0.15;0.165;0.035;0.15;28.57;79.96;8.94;102;0.975;http://pbs.twimg.com/profile_images/797040071924846592/3SszR8Yl_normal.jpg;https://pbs.twimg.com/profile_images/797040071924846592/3SszR8Yl_normal.jpg
918;A7med_758;881864797230419969;2721;4233;165;2559.52;18296893.89;4277.49;0.14;0.1;0.175;0.065;0.22;0.175;0.125;28.57;92.82;9.63;3;0.015;http://pbs.twimg.com/profile_images/984126991996776448/zLMn6Ra8_normal.jpg;https://pbs.twimg.com/profile_images/984126991996776448/zLMn6Ra8_normal.jpg
919;BTS_Lover_97;914371067367505920;613;1232;32;9685.09;131520103.90;11468.22;0.3235294117647059;0.058823529411764705;0.0;0.029411764705882353;0.08823529411764706;0.14705882352941177;0.35294117647058826;4.86;19.84;4.45;1;0.01;http://pbs.twimg.com/profile_images/982095052066340864/G5au1R9f_normal.jpg;https://pbs.twimg.com/profile_images/982095052066340864/G5au1R9f_normal.jpg
920;xRy09oBEyReiunq;984977892068093953;446;518;158;149.73;111674.33;334.18;0.17;0.13;0.115;0.09;0.12;0.155;0.22;28.57;63.39;7.96;80;0.755;http://pbs.twimg.com/profile_images/985501890652790784/L0JHtK2k_normal.jpg;https://pbs.twimg.com/profile_images/985501890652790784/L0JHtK2k_normal.jpg
921;_youlovemypugs;895274407085563905;115696;110620;157;6622.37;83043504.60;9112.82;0.14035087719298245;0.15789473684210525;0.15204678362573099;0.19883040935672514;0.10526315789473684;0.1286549707602339;0.11695906432748537;24.43;23.96;4.89;0;0.0;http://pbs.twimg.com/profile_images/918105769781764097/Mb7ROXS1_normal.jpg;https://pbs.twimg.com/profile_images/918105769781764097/Mb7ROXS1_normal.jpg
922;BeverlyLahaye;847170882;32409;30153;182;2.22;0.35;0.59;0.0;0.97;0.02;0.01;0.0;0.0;0.0;28.57;4563.10;67.55;3;0.51;http://pbs.twimg.com/profile_images/971012017720094721/eYpZPrX9_normal.jpg;https://pbs.twimg.com/profile_images/971012017720094721/eYpZPrX9_normal.jpg
923;Ahmedfahmy_1998;919511806825156608;8345;7972;186;1.37;0.59;0.77;0.005;0.0;0.0;0.995;0.0;0.0;0.0;28.57;4841.10;69.58;3;0.98;http://pbs.twimg.com/profile_images/986144190567469058/ALoC-Iwu_normal.jpg;https://pbs.twimg.com/profile_images/986144190567469058/ALoC-Iwu_normal.jpg
924;Noeru_LINE;848056628712660992;7384;8084;170;674.38;853127.26;923.65;0.09045226130653267;0.20100502512562815;0.11055276381909548;0.135678391959799;0.12562814070351758;0.25125628140703515;0.08542713567839195;28.43;127.67;11.30;3;0.015;http://pbs.twimg.com/profile_images/989124910344622080/bNgJ6bHp_normal.jpg;https://pbs.twimg.com/profile_images/989124910344622080/bNgJ6bHp_normal.jpg
925;Loving62926961;922424849837916161;68700;63723;191;9610.19;194595371.74;13949.74;0.18781725888324874;0.16751269035532995;0.14213197969543148;0.116751269035533;0.1065989847715736;0.15736040609137056;0.1218274111675127;28.14;29.27;5.41;1;0.005;http://pbs.twimg.com/profile_images/922490668550799360/UmurDfkb_normal.jpg;https://pbs.twimg.com/profile_images/922490668550799360/UmurDfkb_normal.jpg
926;Manosalwa5;885524552637444096;138;507;75;15669.48;306373634.70;17503.53;0.14473684210526316;0.06578947368421052;0.13157894736842105;0.17105263157894737;0.17105263157894737;0.17105263157894737;0.14473684210526316;10.86;6.98;2.64;3;0.02;http://pbs.twimg.com/profile_images/985499837520019456/-olo7kai_normal.jpg;https://pbs.twimg.com/profile_images/985499837520019456/-olo7kai_normal.jpg
927;mmoohhned;2334687678;765374;717290;160;4316.23;65693360.12;8105.14;0.3675675675675676;0.16216216216216217;0.10810810810810811;0.13513513513513514;0.12972972972972974;0.043243243243243246;0.05405405405405406;26.43;342.82;18.52;27;0.42;http://pbs.twimg.com/profile_images/801189812858482688/wZG9jj1u_normal.jpg;https://pbs.twimg.com/profile_images/801189812858482688/wZG9jj1u_normal.jpg
928;dissmissz;971956373624795141;5761;3986;68;657.06;812832.79;901.57;0.15476190476190477;0.16666666666666666;0.07142857142857142;0.07142857142857142;0.14285714285714285;0.21428571428571427;0.17857142857142858;12.00;17.43;4.17;0;0.0;http://pbs.twimg.com/profile_images/971956816790806528/b1UAEE1__normal.jpg;https://pbs.twimg.com/profile_images/971956816790806528/b1UAEE1__normal.jpg
929;EliteMaleCams;800237819700445184;40558;8853;198;368.06;226821.32;476.26;0.0;0.0;0.39;0.61;0.0;0.0;0.0;28.57;2179.10;46.68;59;0.395;http://pbs.twimg.com/profile_images/877163172888760321/id59lAWt_normal.jpg;https://pbs.twimg.com/profile_images/877163172888760321/id59lAWt_normal.jpg
930;couponsbusiness;796763371538419712;23703;24499;176;3475.80;12102939.74;3478.93;0.17;0.17;0.16;0.15;0.165;0.035;0.15;28.57;79.96;8.94;102;0.975;http://pbs.twimg.com/profile_images/797040071924846592/3SszR8Yl_normal.jpg;https://pbs.twimg.com/profile_images/797040071924846592/3SszR8Yl_normal.jpg
931;GreshamFindley;922323482029019137;9472;9009;8;10.25;42.94;6.55;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.29;9.92;3.15;0;0.0;http://pbs.twimg.com/profile_images/972812821758074880/MsXteCFT_normal.jpg;https://pbs.twimg.com/profile_images/972812821758074880/MsXteCFT_normal.jpg
932;Shellyadverb;722821952243699712;2216;2831;152;1779.87;12707707.11;3564.79;0.20454545454545456;0.16477272727272727;0.11931818181818182;0.2159090909090909;0.18181818181818182;0.022727272727272728;0.09090909090909091;25.14;127.55;11.29;40;0.215;http://pbs.twimg.com/profile_images/978217653423685632/8HTdmBe2_normal.jpg;https://pbs.twimg.com/profile_images/978217653423685632/8HTdmBe2_normal.jpg
933;micman907;47019337;3544;4901;158;17.77;185.46;13.62;0.0;0.0;0.17616580310880828;0.8238341968911918;0.0;0.0;0.0;27.57;3016.53;54.92;19;0.105;http://pbs.twimg.com/profile_images/2325990062/1ovxn35mni9xw1b9puec_normal.png;https://pbs.twimg.com/profile_images/2325990062/1ovxn35mni9xw1b9puec_normal.png
934;ftvoc;3317055925;6505;6918;180;28.28;533.54;23.10;0.3065326633165829;0.12060301507537688;0.27638190954773867;0.2964824120603015;0.0;0.0;0.0;28.43;735.10;27.11;28;0.15;http://pbs.twimg.com/profile_images/828275316657319937/ypeSRwWe_normal.jpg;https://pbs.twimg.com/profile_images/828275316657319937/ypeSRwWe_normal.jpg
935;msdianesolomon;260126662;7258;7834;164;306.04;425562.64;652.35;0.06;0.055;0.075;0.31;0.15;0.265;0.085;28.57;373.96;19.34;9;0.045;http://pbs.twimg.com/profile_images/987173288399880193/K98BRJ6m_normal.jpg;https://pbs.twimg.com/profile_images/987173288399880193/K98BRJ6m_normal.jpg
936;beautyofnatur15;917081557835374593;46881;41558;167;5346.84;5933527.74;2435.88;0.18;0.15;0.18;0.155;0.075;0.11;0.15;28.57;49.67;7.05;0;0.0;http://pbs.twimg.com/profile_images/956897257697304581/nKRH8xLs_normal.jpg;https://pbs.twimg.com/profile_images/956897257697304581/nKRH8xLs_normal.jpg
937;VigorousJonesy;21723869;2328;3185;159;1019.14;3771760.30;1942.10;0.18974358974358974;0.2358974358974359;0.18974358974358974;0.13333333333333333;0.07179487179487179;0.08717948717948718;0.09230769230769231;27.86;129.55;11.38;29;0.19;http://pbs.twimg.com/profile_images/969395930620448769/XknAtsF-_normal.jpg;https://pbs.twimg.com/profile_images/969395930620448769/XknAtsF-_normal.jpg
938;heartexcel1;554163220;914;1934;191;10396.62;203024712.27;14248.67;0.06565656565656566;0.20202020202020202;0.25252525252525254;0.15656565656565657;0.13636363636363635;0.08080808080808081;0.10606060606060606;28.29;150.78;12.28;38;0.315;http://pbs.twimg.com/profile_images/976998163960729600/dUY8IesQ_normal.jpg;https://pbs.twimg.com/profile_images/976998163960729600/dUY8IesQ_normal.jpg
939;RuffGSD;15601396;502;2579;183;12140.78;311920439.31;17661.27;0.1507537688442211;0.1507537688442211;0.09045226130653267;0.1708542713567839;0.06030150753768844;0.25125628140703515;0.12562814070351758;28.43;127.39;11.29;40;0.305;http://pbs.twimg.com/profile_images/987139398591393792/R1bcsf5z_normal.jpg;https://pbs.twimg.com/profile_images/987139398591393792/R1bcsf5z_normal.jpg
940;jester4842;773698742939688960;3189;3544;167;323.37;165955.42;407.38;0.15;0.24;0.065;0.16;0.0;0.15;0.235;28.57;255.96;16.00;5;0.145;http://pbs.twimg.com/profile_images/774047389053181952/Rxn8cgFV_normal.jpg;https://pbs.twimg.com/profile_images/774047389053181952/Rxn8cgFV_normal.jpg
941;MalcolmLelievre;748050929551704064;13965;13064;199;24613.85;593945987.66;24371.01;0.19;0.14;0.21;0.17;0.14;0.055;0.095;28.57;99.96;10.00;83;0.925;http://pbs.twimg.com/profile_images/956082136221548545/6KVvb_R1_normal.jpg;https://pbs.twimg.com/profile_images/956082136221548545/6KVvb_R1_normal.jpg
942;mustafaoraltay;3394511463;69629;66444;176;9948.46;14115296.78;3757.03;0.13;0.175;0.155;0.135;0.14;0.135;0.13;28.57;9.39;3.06;0;0.0;http://pbs.twimg.com/profile_images/983754377864339456/dG3AWpjJ_normal.jpg;https://pbs.twimg.com/profile_images/983754377864339456/dG3AWpjJ_normal.jpg
943;jonolmstead1;713099220425658368;10815;10710;160;823.16;4104100.08;2025.86;0.32160804020100503;0.08542713567839195;0.10050251256281408;0.09045226130653267;0.17587939698492464;0.22110552763819097;0.005025125628140704;28.43;373.39;19.32;18;0.115;http://pbs.twimg.com/profile_images/735700039264149504/j-o7FuOv_normal.jpg;https://pbs.twimg.com/profile_images/735700039264149504/j-o7FuOv_normal.jpg
944;lucynorman80;969240855159693313;454;1165;133;5660.73;93191209.02;9653.56;0.0718954248366013;0.21568627450980393;0.13071895424836602;0.22875816993464052;0.10457516339869281;0.1895424836601307;0.058823529411764705;21.86;95.55;9.78;26;0.14;http://pbs.twimg.com/profile_images/977209078035484673/xvTryI7K_normal.jpg;https://pbs.twimg.com/profile_images/977209078035484673/xvTryI7K_normal.jpg
945;BrianQuinn36;888422279687831554;7406;7472;186;11628.04;261468951.90;16170.00;0.155;0.19;0.2;0.19;0.085;0.145;0.035;28.57;130.53;11.42;15;0.125;http://pbs.twimg.com/profile_images/925587738971160576/7qdQEEOr_normal.jpg;https://pbs.twimg.com/profile_images/925587738971160576/7qdQEEOr_normal.jpg
946;ARIZONAMAGA;2848426955;2417;2483;163;317.79;403235.48;635.01;0.18;0.08;0.1;0.145;0.045;0.135;0.315;28.57;265.39;16.29;12;0.06;http://pbs.twimg.com/profile_images/975487481901535232/stduBXZK_normal.jpg;https://pbs.twimg.com/profile_images/975487481901535232/stduBXZK_normal.jpg
947;DVJofficial;798584527497166848;47092;44004;175;1459.47;4200297.00;2049.46;0.085;0.13;0.14;0.225;0.09;0.13;0.2;28.57;94.24;9.71;21;0.115;http://pbs.twimg.com/profile_images/989133121357516801/ujSboIhJ_normal.jpg;https://pbs.twimg.com/profile_images/989133121357516801/ujSboIhJ_normal.jpg
948;joshuanderson;851316548;480931;212224;199;27596.98;412159944.01;20301.72;0.11;0.13;0.145;0.145;0.165;0.16;0.145;28.57;11.67;3.42;2;0.01;http://pbs.twimg.com/profile_images/926406453962903552/Zgv9r5Wn_normal.jpg;https://pbs.twimg.com/profile_images/926406453962903552/Zgv9r5Wn_normal.jpg
949;Freckles1078;30298164;857;1236;199;23331.47;662609925.33;25741.21;0.125;0.185;0.11;0.11;0.165;0.155;0.15;28.57;28.24;5.31;92;0.715;http://pbs.twimg.com/profile_images/894396959477436417/8NpLCcT2_normal.jpg;https://pbs.twimg.com/profile_images/894396959477436417/8NpLCcT2_normal.jpg
950;ARIZONAMAGA;2848426955;2417;2483;163;317.79;403235.48;635.01;0.18;0.08;0.1;0.145;0.045;0.135;0.315;28.57;265.39;16.29;12;0.06;http://pbs.twimg.com/profile_images/975487481901535232/stduBXZK_normal.jpg;https://pbs.twimg.com/profile_images/975487481901535232/stduBXZK_normal.jpg
951;art332277;4769400089;126186;112554;161;22.30;1289.52;35.91;0.04;0.34;0.21;0.0;0.0;0.075;0.335;28.57;778.82;27.91;3;0.225;http://pbs.twimg.com/profile_images/980987926292107264/ISSIKEmN_normal.jpg;https://pbs.twimg.com/profile_images/980987926292107264/ISSIKEmN_normal.jpg
952;jluke121;255630820;14078;14068;164;17.77;94.03;9.70;0.010101010101010102;0.3888888888888889;0.09595959595959595;0.23232323232323232;0.06565656565656566;0.030303030303030304;0.17676767676767677;28.29;605.63;24.61;40;0.22;http://pbs.twimg.com/profile_images/958682771458846720/F0JuaUU__normal.jpg;https://pbs.twimg.com/profile_images/958682771458846720/F0JuaUU__normal.jpg
953;DrJohn76533054;2279856378;27812;26225;162;1140.87;6068068.59;2463.35;0.125;0.115;0.275;0.225;0.085;0.12;0.055;28.57;210.82;14.52;8;0.075;http://pbs.twimg.com/profile_images/420537853198999552/-LK3YBgE_normal.jpeg;https://pbs.twimg.com/profile_images/420537853198999552/-LK3YBgE_normal.jpeg
954;TicketHarbor;743761437265256448;15510;988;183;7002.71;139204192.35;11798.48;0.56;0.1;0.065;0.09;0.115;0.005;0.065;28.57;1203.10;34.69;24;0.12;http://pbs.twimg.com/profile_images/762099540417650688/IQTP4Toq_normal.jpg;https://pbs.twimg.com/profile_images/762099540417650688/IQTP4Toq_normal.jpg
955;deplorable_cj;4687507512;11814;10468;154;2282.16;22034676.06;4694.11;0.16580310880829016;0.09844559585492228;0.11398963730569948;0.07253886010362694;0.18134715025906736;0.26424870466321243;0.10362694300518134;27.57;138.53;11.77;56;0.34;http://pbs.twimg.com/profile_images/865688168384909313/F1GDnUxi_normal.jpg;https://pbs.twimg.com/profile_images/865688168384909313/F1GDnUxi_normal.jpg
956;OscarCarmona77;932061915106377728;14741;10124;177;63.75;6142.07;78.37;0.25;0.355;0.235;0.095;0.0;0.0;0.065;28.57;652.24;25.54;19;0.105;http://pbs.twimg.com/profile_images/971974376944951297/evtMcepO_normal.jpg;https://pbs.twimg.com/profile_images/971974376944951297/evtMcepO_normal.jpg
957;BlackDogRule;878417361879130116;15235;14624;168;4419.84;38729563.92;6223.31;0.055;0.12;0.145;0.1;0.065;0.21;0.305;28.57;268.24;16.38;0;0.0;http://pbs.twimg.com/profile_images/881930895455858688/h118sPx4_normal.jpg;https://pbs.twimg.com/profile_images/881930895455858688/h118sPx4_normal.jpg
958;EricHensley18;753594430330900481;5867;6292;167;39.83;1124.67;33.54;0.3010204081632653;0.32653061224489793;0.34183673469387754;0.030612244897959183;0.0;0.0;0.0;28.00;944.86;30.74;32;0.18;http://pbs.twimg.com/profile_images/821198879756615680/aHLrz31S_normal.jpg;https://pbs.twimg.com/profile_images/821198879756615680/aHLrz31S_normal.jpg
959;against_beth;788578353989099520;18459;16448;162;835.30;1706192.60;1306.21;0.14646464646464646;0.1717171717171717;0.11616161616161616;0.16666666666666666;0.10101010101010101;0.25252525252525254;0.045454545454545456;28.29;142.20;11.92;26;0.145;http://pbs.twimg.com/profile_images/931955190332145664/vZ7GCizO_normal.jpg;https://pbs.twimg.com/profile_images/931955190332145664/vZ7GCizO_normal.jpg
960;kitkkatt;38272228;7638;7339;174;129.49;36065.25;189.91;0.0;0.0;0.64;0.36;0.0;0.0;0.0;28.57;2264.82;47.59;31;0.205;http://pbs.twimg.com/profile_images/948780411022319618/EXwvWySR_normal.jpg;https://pbs.twimg.com/profile_images/948780411022319618/EXwvWySR_normal.jpg
961;amazing_68;948125494267953153;7417;7212;8;7997.25;119181417.44;10917.02;0.2222222222222222;0.0;0.1111111111111111;0.0;0.2222222222222222;0.0;0.4444444444444444;1.29;1.92;1.39;1;0.005;http://pbs.twimg.com/profile_images/948503314970288129/wYKjk6_2_normal.jpg;https://pbs.twimg.com/profile_images/948503314970288129/wYKjk6_2_normal.jpg
962;DrLateNightNews;466472836;54008;55953;193;9156.38;104860416.24;10240.14;0.105;0.155;0.135;0.205;0.115;0.13;0.155;28.57;37.67;6.14;104;0.835;http://pbs.twimg.com/profile_images/691064198877593601/TD0lr8Oy_normal.jpg;https://pbs.twimg.com/profile_images/691064198877593601/TD0lr8Oy_normal.jpg
963;Betty__Ogden;850703656756408321;4199;3503;167;6377.40;78694549.38;8870.99;0.135678391959799;0.15577889447236182;0.1658291457286432;0.15577889447236182;0.11055276381909548;0.12562814070351758;0.1507537688442211;28.43;13.10;3.62;34;0.47;http://pbs.twimg.com/profile_images/980467992055119878/S-Fq7q5K_normal.jpg;https://pbs.twimg.com/profile_images/980467992055119878/S-Fq7q5K_normal.jpg
964;FreeWhiteMale;761111034140635136;40226;36845;163;114.28;18476.03;135.93;0.28;0.215;0.305;0.185;0.0;0.0;0.015;28.57;624.24;24.98;6;0.04;http://pbs.twimg.com/profile_images/963195798354710528/MjnqKLXV_normal.jpg;https://pbs.twimg.com/profile_images/963195798354710528/MjnqKLXV_normal.jpg
965;KerGivrTBI4Life;303933058;11384;12260;169;83.70;8174.59;90.41;0.34;0.15;0.28;0.025;0.0;0.0;0.205;28.57;664.53;25.78;33;0.17;http://pbs.twimg.com/profile_images/830486759398010881/eeTJVKVC_normal.jpg;https://pbs.twimg.com/profile_images/830486759398010881/eeTJVKVC_normal.jpg
966;BlackberryGame3;885957539736592384;258;1101;16;30.19;1.65;1.29;0.0;0.38095238095238093;0.38095238095238093;0.0;0.23809523809523808;0.0;0.0;3.00;12.86;3.59;2;0.015;http://pbs.twimg.com/profile_images/891737150986764289/x4DUTKHm_normal.jpg;https://pbs.twimg.com/profile_images/891737150986764289/x4DUTKHm_normal.jpg
967;FreeFacebookGa1;885578870618849280;190;1004;14;30.86;2.98;1.73;0.0;0.42105263157894735;0.5263157894736842;0.0;0.05263157894736842;0.0;0.0;2.71;16.20;4.03;4;0.02;http://pbs.twimg.com/profile_images/891702693839872000/sEI0PURK_normal.jpg;https://pbs.twimg.com/profile_images/891702693839872000/sEI0PURK_normal.jpg
968;GamesToddler;879687560586379266;250;1022;13;30.38;0.85;0.92;0.0;0.5294117647058824;0.47058823529411764;0.0;0.0;0.0;0.0;2.43;14.82;3.85;3;0.015;http://pbs.twimg.com/profile_images/891739079976472576/Rw623uGu_normal.jpg;https://pbs.twimg.com/profile_images/891739079976472576/Rw623uGu_normal.jpg
969;GamesCreativity;877810744569413632;247;1002;14;30.29;0.63;0.80;0.0;0.5;0.5;0.0;0.0;0.0;0.0;2.57;16.53;4.07;3;0.015;http://pbs.twimg.com/profile_images/891740170889842688/6gXXIEQI_normal.jpg;https://pbs.twimg.com/profile_images/891740170889842688/6gXXIEQI_normal.jpg
970;OscarCarmona77;932061915106377728;14741;10124;177;63.75;6142.07;78.37;0.25;0.355;0.235;0.095;0.0;0.0;0.065;28.57;652.24;25.54;19;0.105;http://pbs.twimg.com/profile_images/971974376944951297/evtMcepO_normal.jpg;https://pbs.twimg.com/profile_images/971974376944951297/evtMcepO_normal.jpg
971;OuseyMonica;982251276044873729;336;2967;88;1347.50;7885371.02;2808.09;0.34579439252336447;0.028037383177570093;0.24299065420560748;0.07476635514018691;0.018691588785046728;0.16822429906542055;0.12149532710280374;15.29;139.92;11.83;5;0.035;http://pbs.twimg.com/profile_images/985230742732115968/LbX3AGK9_normal.jpg;https://pbs.twimg.com/profile_images/985230742732115968/LbX3AGK9_normal.jpg
972;TexVet4;980191481418977281;261;517;160;415.98;97786.31;312.71;0.235;0.27;0.32;0.085;0.09;0.0;0.0;28.57;588.53;24.26;8;0.52;http://pbs.twimg.com/profile_images/980193242426822658/u4OPvXdQ_normal.jpg;https://pbs.twimg.com/profile_images/980193242426822658/u4OPvXdQ_normal.jpg
973;dadnme88;2715228391;2994;2928;175;55.43;1664.18;40.79;0.0;0.0;0.7676767676767676;0.23232323232323232;0.0;0.0;0.0;28.29;2802.78;52.94;26;0.145;http://pbs.twimg.com/profile_images/497472286920683520/aeNlmHoj_normal.jpeg;https://pbs.twimg.com/profile_images/497472286920683520/aeNlmHoj_normal.jpeg
974;zhilajones2;964977032240168960;1507;2893;166;118.17;21549.54;146.80;0.025;0.155;0.36;0.0;0.05;0.065;0.345;28.57;783.67;27.99;0;0.0;http://pbs.twimg.com/profile_images/967534401344110592/2J2jz9bz_normal.jpg;https://pbs.twimg.com/profile_images/967534401344110592/2J2jz9bz_normal.jpg
975;MyBeautyfuljoy;847260035394584577;2261;2068;161;375.93;418529.25;646.94;0.09;0.225;0.315;0.12;0.025;0.11;0.115;28.57;316.82;17.80;33;0.185;http://pbs.twimg.com/profile_images/982957359571054593/5KiZyFug_normal.jpg;https://pbs.twimg.com/profile_images/982957359571054593/5KiZyFug_normal.jpg
976;rayvon63;4287545243;1005;1446;171;952.18;1989653.44;1410.55;0.075;0.125;0.255;0.22;0.19;0.1;0.035;28.57;223.67;14.96;8;0.04;http://pbs.twimg.com/profile_images/968481832877592576/l48yTTfh_normal.jpg;https://pbs.twimg.com/profile_images/968481832877592576/l48yTTfh_normal.jpg
977;POTUSTrumpGear;907641579732652034;3282;2174;170;271.74;58666.83;242.21;0.23;0.315;0.23;0.175;0.03;0.0;0.02;28.57;537.67;23.19;22;0.255;http://pbs.twimg.com/profile_images/978178997455646720/4Sbj1hR6_normal.jpg;https://pbs.twimg.com/profile_images/978178997455646720/4Sbj1hR6_normal.jpg
978;SMvonWachter;897523247956275200;5266;5422;168;1797.65;5662315.93;2379.56;0.16080402010050251;0.24623115577889448;0.1306532663316583;0.135678391959799;0.04522613065326633;0.1407035175879397;0.1407035175879397;28.43;117.39;10.83;12;0.06;http://pbs.twimg.com/profile_images/986947138235129857/FLd44tO1_normal.jpg;https://pbs.twimg.com/profile_images/986947138235129857/FLd44tO1_normal.jpg
979;DreamWeaver61;69641315;13217;12526;180;73.08;5177.58;71.96;0.0;0.0;0.0;1.0;0.0;0.0;0.0;28.57;4897.96;69.99;18;0.13;http://pbs.twimg.com/profile_images/880671882772713472/uHzmx52B_normal.jpg;https://pbs.twimg.com/profile_images/880671882772713472/uHzmx52B_normal.jpg
980;jowzs;902000534294495232;6009;6307;182;10721.70;246489946.65;15700.00;0.10714285714285714;0.1326530612244898;0.14285714285714285;0.14285714285714285;0.14795918367346939;0.17346938775510204;0.15306122448979592;28.00;13.43;3.66;65;0.38;http://pbs.twimg.com/profile_images/903308498754265088/36avbQDq_normal.jpg;https://pbs.twimg.com/profile_images/903308498754265088/36avbQDq_normal.jpg
981;6c_aziz;982270852363243520;334;3038;4;10845.25;79678848.69;8926.30;0.6;0.2;0.0;0.0;0.2;0.0;0.0;0.71;1.06;1.03;1;0.005;http://pbs.twimg.com/profile_images/983273313366667265/nz7CDyNI_normal.jpg;https://pbs.twimg.com/profile_images/983273313366667265/nz7CDyNI_normal.jpg
982;rebecca1144;986227706785386496;351;1299;19;2.63;0.65;0.81;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.57;76.53;8.75;6;0.04;http://pbs.twimg.com/profile_images/986229260783443968/YpXwu-Y5_normal.jpg;https://pbs.twimg.com/profile_images/986229260783443968/YpXwu-Y5_normal.jpg
983;CrystalDawn1273;713762574156718080;9351;7560;159;708.64;1635810.71;1278.99;0.115;0.11;0.17;0.08;0.195;0.185;0.145;28.57;63.10;7.94;17;0.125;http://pbs.twimg.com/profile_images/772467369188786176/n8AKQqp1_normal.jpg;https://pbs.twimg.com/profile_images/772467369188786176/n8AKQqp1_normal.jpg
984;DianaKn06580439;978706885397360640;246;706;4;48568.25;676275227.19;26005.29;0.0;0.2;0.2;0.2;0.0;0.0;0.4;0.71;0.49;0.70;0;0.0;http://pbs.twimg.com/profile_images/978707939178541056/4fqn5Fd8_normal.jpg;https://pbs.twimg.com/profile_images/978707939178541056/4fqn5Fd8_normal.jpg
985;rmead777;422220225;1971;2713;160;5373.24;54177203.25;7360.52;0.06565656565656566;0.12626262626262627;0.13636363636363635;0.1919191919191919;0.12626262626262627;0.22727272727272727;0.12626262626262627;28.29;91.63;9.57;10;0.065;http://pbs.twimg.com/profile_images/956178657801748481/B-bAgIuH_normal.jpg;https://pbs.twimg.com/profile_images/956178657801748481/B-bAgIuH_normal.jpg
986;judyannmoore2;940748298545192962;551;900;166;201.95;68573.26;261.86;0.265;0.325;0.105;0.06;0.18;0.005;0.06;28.57;477.96;21.86;16;0.095;http://pbs.twimg.com/profile_images/983878902136344576/WXW1JsbI_normal.jpg;https://pbs.twimg.com/profile_images/983878902136344576/WXW1JsbI_normal.jpg
987;mcweeney_brian;783800722068377600;2686;4330;171;1366.08;3194648.35;1787.36;0.08080808080808081;0.15656565656565657;0.17676767676767677;0.1717171717171717;0.19696969696969696;0.10606060606060606;0.1111111111111111;28.29;63.35;7.96;14;0.1;http://pbs.twimg.com/profile_images/984268471700606977/N3oW3gY7_normal.jpg;https://pbs.twimg.com/profile_images/984268471700606977/N3oW3gY7_normal.jpg
